agent id,time step,straight,alternating-left,alternating-right,true random,time since last block,num encounters,size,fitness,size,type,trial,collected,genotype,num better,pos x,pos y
0,30.1,0.25,0.25,0.25,0.25,30,0,5,1.0,5,ga,-1,0,[],8,0.36912492578726425,0.43108853166478267
1,30.1,0.2647058823529412,0.24509803921568626,0.24509803921568626,0.24509803921568626,23,0,5,2.0,5,ga,-1,1,[],3,-0.06370522228136737,-0.19963560280533388
2,30.1,0.25,0.25,0.25,0.25,30,0,5,1.0,5,ga,-1,0,[],2,0.7495941194529564,-0.23151920646930113
3,30.1,0.25,0.25,0.25,0.25,29,0,5,1.0,5,ga,-1,0,[],3,-0.143927964074943,0.1414952984050549
4,30.1,0.25,0.25,0.25,0.25,29,0,5,0.5,5,ga,-1,0,[],3,-0.02647791781427041,0.005812150890086525
0,60.14,0.25,0.25,0.25,0.25,59,0,5,1.0,5,ga,-1,0,['1110111000', '11001', '000001101100100011010010011011', '00001', ''],1,0.36717735626309267,0.3506358083730564
1,60.14,0.2647058823529412,0.24509803921568626,0.24509803921568626,0.24509803921568626,3,0,5,2.5,5,ga,-1,1,['1011000010', '00100', '110100111110001001010110001000', '10101', ''],1,0.008368554615769672,-0.015334129208195406
2,60.14,0.25,0.25,0.25,0.25,60,0,5,0.0,5,ga,-1,0,['1010010010', '10001', '111011011110010000000001110101', '01010', ''],0,0.8233636424644601,-0.23084505956950402
3,60.14,0.25,0.25,0.25,0.25,58,0,5,1.0,5,ga,-1,0,['1110111000', '11001', '000001101100100011010010011011', '00001', ''],0,0.07160350243716072,-0.042349813349023456
4,60.14,0.25,0.25,0.25,0.25,59,0,5,0.0,5,ga,-1,0,['0011111000', '11001', '000111110000101011100110011011', '01111', ''],0,-0.020384382519663184,-0.13963124295118542
0,90.18,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,8,0,5,3.0,5,ga,-1,1,['1001111000', '00101', '110100111110001001010110011011', '10101', ''],2,0.018221093515907904,0.039971638160058776
1,90.18,0.2647058823529412,0.24509803921568626,0.24509803921568626,0.24509803921568626,33,0,5,3.0,5,ga,-1,1,['1001111000', '00101', '110100111110001001010110011011', '10101', ''],1,-0.029963339218778702,-0.3559532006487001
2,90.18,0.25,0.25,0.25,0.25,90,0,5,1.0,5,ga,-1,0,['1010010010', '10001', '111011011110010000000001110101', '01010', ''],1,0.9506374582587893,-0.09007833703558778
3,90.18,0.25,0.25,0.25,0.25,85,0,5,0.5,5,ga,-1,0,['1110111000', '11001', '000001101100100011010010011011', '00001', ''],2,0.03510226288796968,-0.02777654152678176
4,90.18,0.25,0.25,0.25,0.25,87,0,5,0.0,5,ga,-1,0,['0011111000', '11001', '000111110000101011100110011011', '01111', ''],1,-0.17255271172149375,-0.13828359309612887
0,120.22,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,36,0,5,2.0,5,ga,-1,1,['1001000010', '10100', '001100100001010001100110001000', '01101', ''],1,0.0173024421381824,0.039053106211810004
1,120.22,0.2647058823529412,0.24509803921568626,0.24509803921568626,0.24509803921568626,63,0,5,2.0,5,ga,-1,1,['1001000010', '10100', '001100100001010001100110001000', '01101', ''],1,-0.011753386901128614,-0.3564438888938343
2,120.22,0.25,0.25,0.25,0.25,119,0,5,1.0,5,ga,-1,0,['1001000010', '10100', '001100100001010001100110001000', '01101', ''],1,0.7985685857758416,-0.20278453815028816
3,120.22,0.25,0.25,0.25,0.25,110,0,5,0.0,5,ga,-1,0,['1001000010', '10100', '001100100001010001100110001000', '01101', ''],1,0.03571554999411501,-0.027161380542406563
4,120.22,0.25,0.25,0.25,0.25,117,0,5,0.0,5,ga,-1,0,['1001000010', '10100', '001100100001010001100110001000', '01101', ''],1,-0.7756659832947517,-0.12902779595107128
0,150.26,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,64,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],3,0.014705655389120227,0.037801818358900625
1,150.26,0.4,0.2,0.2,0.2,93,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,0.3581965450631804,-0.5681269340547629
2,150.26,0.25,0.25,0.25,0.25,149,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,0.5850861655378256,-0.13540871389413675
3,150.26,0.25,0.25,0.25,0.25,135,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],3,0.039642963205169496,-0.026140223721136092
4,150.26,0.25,0.25,0.25,0.25,147,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,-0.6355631052572431,-0.1337996850485795
0,180.3,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,92,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],3,0.013196307551766276,0.03688251016340673
1,180.3,0.4,0.2,0.2,0.2,123,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,0.7249542153438366,-0.5792627969155906
3,180.3,0.25,0.25,0.25,0.25,163,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],3,0.04167374583258931,-0.02567748586957291
2,180.3,0.25,0.25,0.25,0.25,179,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,0.5169525022796359,-0.14143800518707622
4,180.3,0.25,0.25,0.25,0.25,177,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,-0.636111903899973,-0.13415704734680764
1,210.34,0.4,0.2,0.2,0.2,153,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,0.6829334205693616,-0.46425517952283396
0,210.34,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,120,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],3,0.005561677229486725,0.03170925144542794
2,210.34,0.25,0.25,0.25,0.25,209,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,-0.18909067924384843,-0.13720761613129048
3,210.34,0.25,0.25,0.25,0.25,191,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],3,0.048129383965290436,-0.021639204111399593
4,210.34,0.25,0.25,0.25,0.25,206,0,5,1.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '01101', ''],2,-0.8463982543810695,-0.23517419009088433
0,240.38,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,150,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '11101', ''],0,-0.03402157454702129,0.085993866497462
2,240.38,0.25,0.25,0.25,0.25,239,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '11101', ''],0,-0.016231121510806162,0.024379759596883654
1,240.38,0.4,0.2,0.2,0.2,183,0,5,3.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '11101', ''],0,0.6698179840174117,-0.41096377298316394
3,240.38,0.25,0.25,0.25,0.25,220,0,5,0.0,5,ga,-1,0,['1011111100', '10111', '001100100001010001100100011010', '11101', ''],0,0.04921955481970605,-0.021134320027141485
4,240.38,0.24509803921568626,0.2647058823529412,0.24509803921568626,0.24509803921568626,212,0,5,2.0,5,ga,-1,1,['1011111100', '10111', '001100100001010001100100011010', '11101', ''],0,-0.9004239702862736,-0.23619362538022096
